name,state,city,ntee_code,geo_tier,verdict,confidence,rejection_reason,assets_end_of_year,asset_amount,grants_paid_total,typical_grant_estimate,grant_history_method,similar_grants_count,propublica_url,ruling_date,most_recent_filing_year
Elizabeth Ann Beck Foundation Inc,IN,Westfield,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,822097,849168,,,,0,https://projects.propublica.org/nonprofits/organizations/352151965,2002-03-01,2023
Psalm 24-1 Foundation Inc,IN,Columbia City,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,407359,370094,,,,0,https://projects.propublica.org/nonprofits/organizations/261480049,2008-03-01,2023
Janice L Burgette Foundation Tr,IN,Fort Wayne,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 3 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,2010458,1505003,,,,0,https://projects.propublica.org/nonprofits/organizations/367766499,2022-06-01,2023
Beech Grove Education Foundation Inc,IN,Beech Grove,T22,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,2203852,,,,0,https://projects.propublica.org/nonprofits/organizations/351982291,1996-07-01,
Acbl Mutual Care Foundation Inc,IN,Jeffersonvlle,T12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,96135,,,,0,https://projects.propublica.org/nonprofits/organizations/870838245,2023-09-01,
Mad Anthony Childrens Foundation Inc,IN,Fort Wayne,T30,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,113446,,,,0,https://projects.propublica.org/nonprofits/organizations/263233538,2008-11-01,
Clay City Usa Foundation Inc,IN,Clay City,S30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,658916,,,,0,https://projects.propublica.org/nonprofits/organizations/352080744,2000-07-01,
Mary K Garr Scholarship Foundation,IN,Muncie,T20Z,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,1239701,1931310,,,,0,https://projects.propublica.org/nonprofits/organizations/351938040,1995-04-01,2023
Fall Creek Leadership Foundation Inc,IN,Marion,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,381681,,,,0,https://projects.propublica.org/nonprofits/organizations/352613822,2018-11-01,
Construction Family Assistance Foundation Inc,IN,Indianapolis,T12,1,fail,,IRS foundation_code=21 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,482192,,,,0,https://projects.propublica.org/nonprofits/organizations/453153434,2014-08-01,
Jackie L Michael Foundation Inc,IN,Muncie,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 5 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,1407232,1368267,,,,0,https://projects.propublica.org/nonprofits/organizations/822196139,2019-10-01,2023
R W Marshall Foundation Inc,IN,Clarksville,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 6 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,2163080,2167414,,,,0,https://projects.propublica.org/nonprofits/organizations/810828742,2016-07-01,2023
Indiana Deaf Children Foundation Inc,IN,Indianapolis,T12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,279605,,,,0,https://projects.propublica.org/nonprofits/organizations/863964686,2021-10-01,
Christian Foundation Of Indiana Inc,IN,Indianapolis,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 9 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,57169,84623,,,,0,https://projects.propublica.org/nonprofits/organizations/356048268,1965-05-01,2023
Lifespring Foundation Of Indiana Inc,IN,Jeffersonvlle,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,1025208,,,,0,https://projects.propublica.org/nonprofits/organizations/200177427,2004-08-01,
W August Hillenbrand Family Foundation,IN,Batesville,T22Z,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,2760479,3091221,,,,0,https://projects.propublica.org/nonprofits/organizations/356644740,1997-09-01,2023
Familys Helping Familys Foundation Inc,IN,Spencerville,T22,1,fail,,"Assets too low ($14,428) -- likely dormant or inactive. Minimum threshold: $50,000.",14428,13772,,,,0,https://projects.propublica.org/nonprofits/organizations/300891933,2016-04-01,2023
M B Moore Foundation Inc,IN,Fishers,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,1109958,1079118,,,,0,https://projects.propublica.org/nonprofits/organizations/352129565,2001-07-01,2023
Matthew Frank Moore Foundation Inc,IN,South Bend,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,1914486,1849894,,,,0,https://projects.propublica.org/nonprofits/organizations/352129622,2001-07-01,2024
The@culpepper Family Foundation Inc,IN,Zionsville,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 9 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,870844,835639,,,,0,https://projects.propublica.org/nonprofits/organizations/352062881,1999-03-01,2023
Washington Community School Foundation Corporation,IN,Washington,T31Z,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,138842,,,,0,https://projects.propublica.org/nonprofits/organizations/351996118,1997-08-01,
Danville Rotary Club Foundation Inc,IN,Danville,T30,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,16125,,,,0,https://projects.propublica.org/nonprofits/organizations/272523453,2013-03-01,
Eastside Area Community Foundation Inc,IN,Butler,T31,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,1717593,,,,0,https://projects.propublica.org/nonprofits/organizations/351574427,1983-12-01,
R M S M Foundation,IN,Evansville,T20Z,1,fail,,Zero grants paid (grntspaid=$0) in all 11 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,197780,261290,,,,0,https://projects.propublica.org/nonprofits/organizations/352034536,1998-08-01,2024
Hammond Optimists Youth Foundation Inc,IN,Hammond,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,713499,663059,,,,0,https://projects.propublica.org/nonprofits/organizations/364293584,2000-03-01,2023
Edwin C Tretter Foundation Inc,IN,Ferdinand,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,599863,631658,,,,0,https://projects.propublica.org/nonprofits/organizations/200742747,2004-12-01,2023
The@june E Enoch Foundation,IN,Evansville,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 3 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,4028294,4073075,,,,0,https://projects.propublica.org/nonprofits/organizations/356755252,2018-07-01,2021
Evan R Hansen Legacy Foundation,IN,Carmel,T50,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,79674,,,,0,https://projects.propublica.org/nonprofits/organizations/844670697,2021-01-01,
Hutch Schumaker Family Foundation Inc,IN,Columbus,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 9 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,1575269,1588169,,,,0,https://projects.propublica.org/nonprofits/organizations/352121142,2001-08-01,2023
Kerry Finnigan Rupright Foundation Inc,IN,Goshen,T20,1,fail,,"Assets too low ($1,830) -- likely dormant or inactive. Minimum threshold: $50,000.",1830,9961,,,,0,https://projects.propublica.org/nonprofits/organizations/453130932,2012-09-01,2023
New Haven Community Foundation Inc,IN,New Haven,W99,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,16806,,,,0,https://projects.propublica.org/nonprofits/organizations/474536947,2015-08-01,
Music For All Foundation Inc,IN,Indianapolis,T20,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,593559,,,,0,https://projects.propublica.org/nonprofits/organizations/363991517,1995-05-01,
John & Gale Mann Foundation Inc,IN,Fort Wayne,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 11 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,389322,396274,,,,0,https://projects.propublica.org/nonprofits/organizations/274317451,2011-03-01,2023
Auburn Presbyterian Church Foundation Inc,IN,Auburn,T99I,1,fail,,Zero grants paid (grntspaid=$0) in all 7 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,528640,544994,,,,0,https://projects.propublica.org/nonprofits/organizations/351968661,1998-12-01,2023
Downtown South Bend Inc Foundation,IN,South Bend,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,11394,,,,0,https://projects.propublica.org/nonprofits/organizations/475554240,2016-02-01,
First Baptist Church Memorial Foundation,IN,Fort Wayne,T20I,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,804342,,,,0,https://projects.propublica.org/nonprofits/organizations/351973683,1997-10-01,
Altrusa Foundation Of Indianapolis Inc,IN,Indianapolis,T12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,422095,,,,0,https://projects.propublica.org/nonprofits/organizations/352123383,2002-07-01,
Morton & Fredrica Frank Family Foundation,IN,Evansville,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 9 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,229663,229663,,,,0,https://projects.propublica.org/nonprofits/organizations/306112931,2006-11-01,2023
P B & J Foundation Inc,IN,Fort Wayne,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,914786,836468,,,,0,https://projects.propublica.org/nonprofits/organizations/272490505,2011-03-01,2023
Beacon Credit Union Foundation Inc,IN,Wabash,T21,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,374595,246728,,,,0,https://projects.propublica.org/nonprofits/organizations/453814789,2012-11-01,2023
Lafayette Christian School Foundation Inc,IN,Lafayette,T20,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,685797,,,,0,https://projects.propublica.org/nonprofits/organizations/352079794,1999-09-01,
Battle Ground 22 Foundation Inc,IN,Evansville,W30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,35542,,,,0,https://projects.propublica.org/nonprofits/organizations/854287154,2021-05-01,
Heritage Fund Supporting Foundation Inc,IN,Columbus,T11,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,908909,,,,0,https://projects.propublica.org/nonprofits/organizations/352135816,2001-07-01,
Uplands Science & Technology Foundation Inc,IN,Odon,U19,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,254655,,,,0,https://projects.propublica.org/nonprofits/organizations/882004508,2023-04-01,
Taylor Patterson Memorial Foundation Inc,IN,Wolcottville,T22,1,flag,worth a look,,,21808,,,,0,https://projects.propublica.org/nonprofits/organizations/993600509,2024-09-01,
Meredith Anne Thomas Foundation Inc,IN,Carmel,T21,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,552930,534945,,,,0,https://projects.propublica.org/nonprofits/organizations/201501086,2005-01-01,2023
Hanover Schools Education Foundation Inc,IN,Cedar Lake,T31,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,4496,,,,0,https://projects.propublica.org/nonprofits/organizations/832179539,2022-09-01,
Gordon Sisters Family Foundation Inc,IN,Noblesville,T22,1,pass,high fit,,497090,484971,,,,0,https://projects.propublica.org/nonprofits/organizations/921436423,2024-06-01,2023
Remember Officer Noah Foundation Inc,IN,Fishers,T50,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,57695,,,,0,https://projects.propublica.org/nonprofits/organizations/884351625,2023-06-01,
Tmf The Manjula Foundation Inc,IN,Indianapolis,T20,1,fail,,"No 990-PF filings found -- not confirmed as a private foundation. May be a public charity, or may have never filed.",,18714,,,,0,https://projects.propublica.org/nonprofits/organizations/334004302,2025-08-01,
Paul E Turner Foundation Inc,IN,Gas City,T20Z,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,461954,445430,,,,0,https://projects.propublica.org/nonprofits/organizations/351970386,1997-12-01,2023
La Porte Hospital Foundation Inc,IN,La Porte,T30,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/310952775,1979-06-01,
Governors Public Building Foundation Inc,IN,Indianapolis,T30Z,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,100896,,,,0,https://projects.propublica.org/nonprofits/organizations/352032466,1998-05-01,
Buehler Family Charitable Foundation Inc,IN,Jasper,T50,1,fail,,Zero grants paid (grntspaid=$0) in all 5 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,508771,500191,,,,0,https://projects.propublica.org/nonprofits/organizations/813878404,2017-05-01,2023
Southeast Indiana Chamber Foundation Inc,IN,Lawrenceburg,S19,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,6578,,,,0,https://projects.propublica.org/nonprofits/organizations/833193681,2019-07-01,
Trends International Charitable Foundation Inc,IN,Indianapolis,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,62378,41649,,,,0,https://projects.propublica.org/nonprofits/organizations/421590143,2003-09-01,2023
James Shook Family Foundation Inc,IN,Lafayette,T11,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,191481,,,,0,https://projects.propublica.org/nonprofits/organizations/352113755,2001-01-01,
Daviess County Tourism Foundation Inc,IN,Washington,S11,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,129850,,,,0,https://projects.propublica.org/nonprofits/organizations/854275265,2022-03-01,
The Pine Tree Foundation Inc,IN,Indianapolis,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,297590,279540,,,,0,https://projects.propublica.org/nonprofits/organizations/352114636,2000-08-01,2023
Indiana Jaycee Charitable Foundation Inc,IN,Rensselaer,S50Z,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,206410,,,,0,https://projects.propublica.org/nonprofits/organizations/351266046,1972-07-01,
Westfield Economic Development Foundation Inc,IN,Westfield,S112,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,84716,,,,0,https://projects.propublica.org/nonprofits/organizations/262259201,2009-02-01,
The Culver Family Foundation Inc,IN,North Webster,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,599381,551632,,,,0,https://projects.propublica.org/nonprofits/organizations/352095248,2000-05-01,2023
Christel Dehaan Family Foundation Inc,IN,Indianapolis,T22Z,1,fail,,Zero grants paid (grntspaid=$0) in all 9 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,52141045,213671,,,,0,https://projects.propublica.org/nonprofits/organizations/351939960,1995-07-01,2022
Ann Sputh Family Foundation Inc,IN,Avon,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,281609,338257,,,,0,https://projects.propublica.org/nonprofits/organizations/352095222,2003-12-01,2023
Bearstrong Foundation For Dmg Research,IN,Boonville,U12,1,flag,worth a look,,,10469,,,,0,https://projects.propublica.org/nonprofits/organizations/332029926,2024-11-01,
Nevelyn Boszor Young Charitable Foundation,IN,Michigan City,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,191995,182551,,,,0,https://projects.propublica.org/nonprofits/organizations/356721009,2002-01-01,2023
Pay It Forward Foundation Inc,IN,Pierceton,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,155670,104926,,,,0,https://projects.propublica.org/nonprofits/organizations/208694827,2008-01-01,2023
First Merchants Charitable Foundation Inc,IN,Plainfield,T20Z,1,fail,,Zero grants paid (grntspaid=$0) in all 8 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,1077415,968774,,,,0,https://projects.propublica.org/nonprofits/organizations/352052344,1998-08-01,2021
West End Bank Charitable Foundation,IN,Richmond,T20,1,fail,,Zero grants paid (grntspaid=$0) in all 5 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery can,561961,561961,,,,0,https://projects.propublica.org/nonprofits/organizations/454195063,2014-09-01,2020
David L Jetmore Family Foundation,IN,Richmond,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,97789,116498,,,,0,https://projects.propublica.org/nonprofits/organizations/356714096,2001-08-01,2023
Fishers Parks And Recreation Foundation,IN,Fishers,S20,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,86059,,,,0,https://projects.propublica.org/nonprofits/organizations/800872067,2015-12-01,
Indinapolis Legal Aid Foundation Inc,IN,Indianapolis,T30,1,fail,,IRS foundation_code=17 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,204663,,,,0,https://projects.propublica.org/nonprofits/organizations/352111073,2000-10-01,
Mary L Furscott Charitable Foundation,IN,Indianapolis,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 10 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,455504,593274,,,,0,https://projects.propublica.org/nonprofits/organizations/451290337,2012-08-01,2023
Martinsville Noon Lions Foundation Inc,IN,Martinsville,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,2822,,,,0,https://projects.propublica.org/nonprofits/organizations/814178956,2024-03-01,
Richard Lee Clapper Foundation Incorporated,IN,Indianapolis,T23,1,fail,,"Assets too low ($30,099) -- likely dormant or inactive. Minimum threshold: $50,000.",30099,11520,,,,0,https://projects.propublica.org/nonprofits/organizations/871695866,2022-02-01,2023
Sean Roy Hilt Foundation Inc,IN,Newburgh,T20,1,fail,,"Assets too low ($38,146) -- likely dormant or inactive. Minimum threshold: $50,000.",38146,34116,,,,0,https://projects.propublica.org/nonprofits/organizations/473570784,2015-05-01,2023
For His Glory Foundation Inc,IN,Fishers,T20,1,fail,,"Assets too low ($45,330) -- likely dormant or inactive. Minimum threshold: $50,000.",45330,8689,,,,0,https://projects.propublica.org/nonprofits/organizations/262591476,2008-07-01,2022
Michael Richard Raisor Foundation Inc,IN,Lafayette,T20,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,96662,,,,0,https://projects.propublica.org/nonprofits/organizations/462066945,2013-08-01,
Rita And John Grunwald Foundation,IN,Bloomington,T22,1,fail,,Zero grants paid (grntspaid=$0) in all 11 structured 990-PF filings. This is a private OPERATING foundation -- it runs its own programs rather than awarding grants to other nonprofits. The STEAMery ca,53152,373038,,,,0,https://projects.propublica.org/nonprofits/organizations/274026947,2013-04-01,2023
4m Legacy Properties Foundation Inc,IN,Granger,T31,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/833713418,2019-06-01,
Adam Blakey Holiday Foundation Corporation,IN,Fort Wayne,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/474657104,2016-11-01,
American Military Heritage Foundation Inc,IN,Mccordsville,W30Z,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/351632167,1986-03-01,
Avon Public Safety Foundation Inc,IN,Avon,S12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/474202265,2015-08-01,
Broad Ripple Kiwanis Foundation Inc,IN,Indianapolis,S80,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/352151297,2002-01-01,
Chapel Hill Club Foundation Inc,IN,Indianapolis,S80,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/300251366,2026-04-01,
Charlestown Foundation For Excellence Inc,IN,Charlestown,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/270566318,2015-05-01,
Church And Charity Foundation Inc,IN,Hammond,T50,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/853993571,2021-05-01,
Clarence Faulkner Community Foundation Inc,IN,Marion,T31,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/450542619,2007-03-01,
Clinton Central Education Foundation Inc,IN,Michigantown,T99,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/842867981,2022-03-01,
Crosley Jayne Buchner Foundation Inc,IN,Noblesville,T50,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/833799528,2019-04-01,
Dekalb Chamber Partnership Foundation Inc,IN,Auburn,S12,1,fail,,IRS foundation_code=16 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/872204880,2022-05-01,
Derek Dolenc Memorial Foundation Inc,IN,Westfield,W12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/452461125,2014-08-01,
Fall Creek Place Foundation Inc,IN,Indianapolis,S22,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/472551099,2025-11-01,
George Ade Health Foundation Inc,IN,Goodland,T30,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/351582091,2014-07-01,
George L Day Memorial Foundation,IN,Avon,T12,1,fail,,IRS foundation_code=15 classifies this org as a public charity (not a private foundation). Codes 10-21 = various public support categories. This org likely has 'Foundation' in its name but supports a ,,0,,,,0,https://projects.propublica.org/nonprofits/organizations/462034179,2014-10-01,
